asset_rank,asset_final_score,asset_id,template_id,owner,template_rank,template_final_score,template_score_component,original_mint_number,original_mint_score,original_mint_score_component,original_mint_status,surviving_mint_rank,surviving_mint_rank_score,surviving_mint_rank_score_component,surviving_mint_rank_status,live_supply,issued_supply,rarity_band,burned,price_used,market_data_used
4196,9.0216,1099833514974,401911,,12,0,0,1220,0.22554,4.5108,ok,1220,0.22554,4.5108,ok,1575,1425,Common,false,false,false
4197,9.0216,1099931218285,401910,yoitscharlie,11,0,0,1220,0.22554,4.5108,ok,1220,0.22554,4.5108,ok,1575,1399,Common,false,false,false
4198,8.9962,1099870386138,401911,pepperstake,12,0,0,1221,0.224905,4.4981,ok,1221,0.224905,4.4981,ok,1575,1425,Common,false,false,false
4199,8.9962,1099931218286,401910,yoitscharlie,11,0,0,1221,0.224905,4.4981,ok,1221,0.224905,4.4981,ok,1575,1399,Common,false,false,false
4200,8.9708,1099870386139,401911,vikarmaditya,12,0,0,1222,0.224269,4.4854,ok,1222,0.224269,4.4854,ok,1575,1425,Common,false,false,false
4201,8.9708,1099931218287,401910,pepperstake,11,0,0,1222,0.224269,4.4854,ok,1222,0.224269,4.4854,ok,1575,1399,Common,false,false,false
4202,8.9454,1099870386140,401911,pepperstake,12,0,0,1223,0.223634,4.4727,ok,1223,0.223634,4.4727,ok,1575,1425,Common,false,false,false
4203,8.9454,1099931218288,401910,pepperstake,11,0,0,1223,0.223634,4.4727,ok,1223,0.223634,4.4727,ok,1575,1399,Common,false,false,false
4204,8.92,1099870386141,401911,pepperstake,12,0,0,1224,0.222999,4.46,ok,1224,0.222999,4.46,ok,1575,1425,Common,false,false,false
4205,8.92,1099931218289,401910,pepperstake,11,0,0,1224,0.222999,4.46,ok,1224,0.222999,4.46,ok,1575,1399,Common,false,false,false
4206,8.8946,1099870386142,401911,h.c2o.c.wam,12,0,0,1225,0.222363,4.4473,ok,1225,0.222363,4.4473,ok,1575,1425,Common,false,false,false
4207,8.8946,1099931218290,401910,pepperstake,11,0,0,1225,0.222363,4.4473,ok,1225,0.222363,4.4473,ok,1575,1399,Common,false,false,false
4208,8.8692,1099870386143,401911,pepperstake,12,0,0,1226,0.221728,4.4346,ok,1226,0.221728,4.4346,ok,1575,1425,Common,false,false,false
4209,8.8692,1099931218291,401910,pepperstake,11,0,0,1226,0.221728,4.4346,ok,1226,0.221728,4.4346,ok,1575,1399,Common,false,false,false
4210,8.8438,1099870386144,401911,pepperstake,12,0,0,1227,0.221093,4.4219,ok,1227,0.221093,4.4219,ok,1575,1425,Common,false,false,false
4211,8.8438,1099931218292,401910,pepperstake,11,0,0,1227,0.221093,4.4219,ok,1227,0.221093,4.4219,ok,1575,1399,Common,false,false,false
4212,8.8182,1099870386145,401911,pepperstake,12,0,0,1228,0.220457,4.4091,ok,1228,0.220457,4.4091,ok,1575,1425,Common,false,false,false
4213,8.8182,1099931218293,401910,pepperstake,11,0,0,1228,0.220457,4.4091,ok,1228,0.220457,4.4091,ok,1575,1399,Common,false,false,false
4214,8.7928,1099870386146,401911,pepperstake,12,0,0,1229,0.219822,4.3964,ok,1229,0.219822,4.3964,ok,1575,1425,Common,false,false,false
4215,8.7928,1099931218294,401910,pepperstake,11,0,0,1229,0.219822,4.3964,ok,1229,0.219822,4.3964,ok,1575,1399,Common,false,false,false
4216,8.7674,1099870386147,401911,,12,0,0,1230,0.219187,4.3837,ok,1230,0.219187,4.3837,ok,1575,1425,Common,false,false,false
4217,8.7674,1099931218295,401910,yoitscharlie,11,0,0,1230,0.219187,4.3837,ok,1230,0.219187,4.3837,ok,1575,1399,Common,false,false,false
4218,8.742,1099870386148,401911,,12,0,0,1231,0.218551,4.371,ok,1231,0.218551,4.371,ok,1575,1425,Common,false,false,false
4219,8.742,1099931218296,401910,pepperstake,11,0,0,1231,0.218551,4.371,ok,1231,0.218551,4.371,ok,1575,1399,Common,false,false,false
4220,8.7166,1099870386149,401911,pepperstake,12,0,0,1232,0.217916,4.3583,ok,1232,0.217916,4.3583,ok,1575,1425,Common,false,false,false
4221,8.7166,1099931218297,401910,pepperstake,11,0,0,1232,0.217916,4.3583,ok,1232,0.217916,4.3583,ok,1575,1399,Common,false,false,false
4222,8.6912,1099870386150,401911,,12,0,0,1233,0.217281,4.3456,ok,1233,0.217281,4.3456,ok,1575,1425,Common,false,false,false
4223,8.6912,1099931218298,401910,yoitscharlie,11,0,0,1233,0.217281,4.3456,ok,1233,0.217281,4.3456,ok,1575,1399,Common,false,false,false
4224,8.6658,1099870386151,401911,,12,0,0,1234,0.216645,4.3329,ok,1234,0.216645,4.3329,ok,1575,1425,Common,false,false,false
4225,8.6658,1099931218299,401910,yoitscharlie,11,0,0,1234,0.216645,4.3329,ok,1234,0.216645,4.3329,ok,1575,1399,Common,false,false,false
4226,8.6404,1099870386152,401911,,12,0,0,1235,0.21601,4.3202,ok,1235,0.21601,4.3202,ok,1575,1425,Common,false,false,false
4227,8.6404,1099931218300,401910,yoitscharlie,11,0,0,1235,0.21601,4.3202,ok,1235,0.21601,4.3202,ok,1575,1399,Common,false,false,false
4228,8.615,1099870386153,401911,jycgm.wam,12,0,0,1236,0.215375,4.3075,ok,1236,0.215375,4.3075,ok,1575,1425,Common,false,false,false
4229,8.615,1099931218301,401910,yoitscharlie,11,0,0,1236,0.215375,4.3075,ok,1236,0.215375,4.3075,ok,1575,1399,Common,false,false,false
4230,8.5896,1099870386154,401911,,12,0,0,1237,0.21474,4.2948,ok,1237,0.21474,4.2948,ok,1575,1425,Common,false,false,false
4231,8.5896,1099931218302,401910,yoitscharlie,11,0,0,1237,0.21474,4.2948,ok,1237,0.21474,4.2948,ok,1575,1399,Common,false,false,false
4232,8.5642,1099870386155,401911,,12,0,0,1238,0.214104,4.2821,ok,1238,0.214104,4.2821,ok,1575,1425,Common,false,false,false
4233,8.5642,1099931218303,401910,yoitscharlie,11,0,0,1238,0.214104,4.2821,ok,1238,0.214104,4.2821,ok,1575,1399,Common,false,false,false
4234,8.5388,1099870386156,401911,,12,0,0,1239,0.213469,4.2694,ok,1239,0.213469,4.2694,ok,1575,1425,Common,false,false,false
4235,8.5388,1099931218304,401910,yoitscharlie,11,0,0,1239,0.213469,4.2694,ok,1239,0.213469,4.2694,ok,1575,1399,Common,false,false,false
4236,8.5134,1099870386157,401911,,12,0,0,1240,0.212834,4.2567,ok,1240,0.212834,4.2567,ok,1575,1425,Common,false,false,false
4237,8.5134,1099931218305,401910,alpharewards,11,0,0,1240,0.212834,4.2567,ok,1240,0.212834,4.2567,ok,1575,1399,Common,false,false,false
4238,8.488,1099870386158,401911,,12,0,0,1241,0.212198,4.244,ok,1241,0.212198,4.244,ok,1575,1425,Common,false,false,false
4239,8.488,1099931218306,401910,yoitscharlie,11,0,0,1241,0.212198,4.244,ok,1241,0.212198,4.244,ok,1575,1399,Common,false,false,false
4240,8.4626,1099870386159,401911,xsph.wam,12,0,0,1242,0.211563,4.2313,ok,1242,0.211563,4.2313,ok,1575,1425,Common,false,false,false
4241,8.4626,1099931218307,401910,,11,0,0,1242,0.211563,4.2313,ok,1242,0.211563,4.2313,ok,1575,1399,Common,false,false,false
4242,8.4372,1099870386160,401911,pepperstake,12,0,0,1243,0.210928,4.2186,ok,1243,0.210928,4.2186,ok,1575,1425,Common,false,false,false
4243,8.4372,1099931218308,401910,pepperstake,11,0,0,1243,0.210928,4.2186,ok,1243,0.210928,4.2186,ok,1575,1399,Common,false,false,false
4244,8.4116,1099870386161,401911,,12,0,0,1244,0.210292,4.2058,ok,1244,0.210292,4.2058,ok,1575,1425,Common,false,false,false
4245,8.4116,1099931218309,401910,alpharewards,11,0,0,1244,0.210292,4.2058,ok,1244,0.210292,4.2058,ok,1575,1399,Common,false,false,false
4246,8.3862,1099870386162,401911,,12,0,0,1245,0.209657,4.1931,ok,1245,0.209657,4.1931,ok,1575,1425,Common,false,false,false
4247,8.3862,1099931218310,401910,pepperstake,11,0,0,1245,0.209657,4.1931,ok,1245,0.209657,4.1931,ok,1575,1399,Common,false,false,false
4248,8.3608,1099870386163,401911,,12,0,0,1246,0.209022,4.1804,ok,1246,0.209022,4.1804,ok,1575,1425,Common,false,false,false
4249,8.3608,1099931218311,401910,yoitscharlie,11,0,0,1246,0.209022,4.1804,ok,1246,0.209022,4.1804,ok,1575,1399,Common,false,false,false
4250,8.3354,1099870386164,401911,,12,0,0,1247,0.208386,4.1677,ok,1247,0.208386,4.1677,ok,1575,1425,Common,false,false,false
4251,8.3354,1099931218312,401910,yoitscharlie,11,0,0,1247,0.208386,4.1677,ok,1247,0.208386,4.1677,ok,1575,1399,Common,false,false,false
4252,8.31,1099870386165,401911,pepperstake,12,0,0,1248,0.207751,4.155,ok,1248,0.207751,4.155,ok,1575,1425,Common,false,false,false
4253,8.31,1099931218313,401910,yoitscharlie,11,0,0,1248,0.207751,4.155,ok,1248,0.207751,4.155,ok,1575,1399,Common,false,false,false
4254,8.2846,1099870386166,401911,,12,0,0,1249,0.207116,4.1423,ok,1249,0.207116,4.1423,ok,1575,1425,Common,false,false,false
4255,8.2846,1099931218314,401910,alpharewards,11,0,0,1249,0.207116,4.1423,ok,1249,0.207116,4.1423,ok,1575,1399,Common,false,false,false
4256,8.2592,1099870386167,401911,pepperstake,12,0,0,1250,0.20648,4.1296,ok,1250,0.20648,4.1296,ok,1575,1425,Common,false,false,false
4257,8.2592,1099931218315,401910,alpharewards,11,0,0,1250,0.20648,4.1296,ok,1250,0.20648,4.1296,ok,1575,1399,Common,false,false,false
4258,8.2338,1099870386168,401911,,12,0,0,1251,0.205845,4.1169,ok,1251,0.205845,4.1169,ok,1575,1425,Common,false,false,false
4259,8.2338,1099931218316,401910,pepperstake,11,0,0,1251,0.205845,4.1169,ok,1251,0.205845,4.1169,ok,1575,1399,Common,false,false,false
4260,8.2084,1099870386169,401911,,12,0,0,1252,0.20521,4.1042,ok,1252,0.20521,4.1042,ok,1575,1425,Common,false,false,false
4261,8.2084,1099931218317,401910,yoitscharlie,11,0,0,1252,0.20521,4.1042,ok,1252,0.20521,4.1042,ok,1575,1399,Common,false,false,false
4262,8.183,1099870386170,401911,,12,0,0,1253,0.204574,4.0915,ok,1253,0.204574,4.0915,ok,1575,1425,Common,false,false,false
4263,8.183,1099931218318,401910,yoitscharlie,11,0,0,1253,0.204574,4.0915,ok,1253,0.204574,4.0915,ok,1575,1399,Common,false,false,false
4264,8.1576,1099870386171,401911,,12,0,0,1254,0.203939,4.0788,ok,1254,0.203939,4.0788,ok,1575,1425,Common,false,false,false
4265,8.1576,1099931218319,401910,yoitscharlie,11,0,0,1254,0.203939,4.0788,ok,1254,0.203939,4.0788,ok,1575,1399,Common,false,false,false
4266,8.1322,1099870386172,401911,,12,0,0,1255,0.203304,4.0661,ok,1255,0.203304,4.0661,ok,1575,1425,Common,false,false,false
4267,8.1322,1099931218320,401910,alpharewards,11,0,0,1255,0.203304,4.0661,ok,1255,0.203304,4.0661,ok,1575,1399,Common,false,false,false
4268,8.1068,1099870386173,401911,,12,0,0,1256,0.202668,4.0534,ok,1256,0.202668,4.0534,ok,1575,1425,Common,false,false,false
4269,8.1068,1099931218321,401910,yoitscharlie,11,0,0,1256,0.202668,4.0534,ok,1256,0.202668,4.0534,ok,1575,1399,Common,false,false,false
4270,8.0814,1099870386174,401911,,12,0,0,1257,0.202033,4.0407,ok,1257,0.202033,4.0407,ok,1575,1425,Common,false,false,false
4271,8.0814,1099931218322,401910,,11,0,0,1257,0.202033,4.0407,ok,1257,0.202033,4.0407,ok,1575,1399,Common,false,false,false
4272,8.056,1099870386175,401911,,12,0,0,1258,0.201398,4.028,ok,1258,0.201398,4.028,ok,1575,1425,Common,false,false,false
4273,8.056,1099931218323,401910,yoitscharlie,11,0,0,1258,0.201398,4.028,ok,1258,0.201398,4.028,ok,1575,1399,Common,false,false,false
4274,8.0304,1099870386176,401911,,12,0,0,1259,0.200762,4.0152,ok,1259,0.200762,4.0152,ok,1575,1425,Common,false,false,false
4275,8.0304,1099931218324,401910,yoitscharlie,11,0,0,1259,0.200762,4.0152,ok,1259,0.200762,4.0152,ok,1575,1399,Common,false,false,false
4276,8.005,1099870386177,401911,,12,0,0,1260,0.200127,4.0025,ok,1260,0.200127,4.0025,ok,1575,1425,Common,false,false,false
4277,8.005,1099931218325,401910,pepperstake,11,0,0,1260,0.200127,4.0025,ok,1260,0.200127,4.0025,ok,1575,1399,Common,false,false,false
4278,7.9796,1099870386178,401911,,12,0,0,1261,0.199492,3.9898,ok,1261,0.199492,3.9898,ok,1575,1425,Common,false,false,false
4279,7.9796,1099931218326,401910,yoitscharlie,11,0,0,1261,0.199492,3.9898,ok,1261,0.199492,3.9898,ok,1575,1399,Common,false,false,false
4280,7.9542,1099870386179,401911,,12,0,0,1262,0.198856,3.9771,ok,1262,0.198856,3.9771,ok,1575,1425,Common,false,false,false
4281,7.9542,1099931218327,401910,yoitscharlie,11,0,0,1262,0.198856,3.9771,ok,1262,0.198856,3.9771,ok,1575,1399,Common,false,false,false
4282,7.9288,1099870386180,401911,,12,0,0,1263,0.198221,3.9644,ok,1263,0.198221,3.9644,ok,1575,1425,Common,false,false,false
4283,7.9288,1099931218328,401910,pepperstake,11,0,0,1263,0.198221,3.9644,ok,1263,0.198221,3.9644,ok,1575,1399,Common,false,false,false
4284,7.9034,1099870386181,401911,,12,0,0,1264,0.197586,3.9517,ok,1264,0.197586,3.9517,ok,1575,1425,Common,false,false,false
4285,7.9034,1099931219843,401910,q4oia.wam,11,0,0,1264,0.197586,3.9517,ok,1264,0.197586,3.9517,ok,1575,1399,Common,false,false,false
4286,7.878,1099870386182,401911,,12,0,0,1265,0.19695,3.939,ok,1265,0.19695,3.939,ok,1575,1425,Common,false,false,false
4287,7.878,1099931219844,401910,yoitscharlie,11,0,0,1265,0.19695,3.939,ok,1265,0.19695,3.939,ok,1575,1399,Common,false,false,false
4288,7.8526,1099870386183,401911,,12,0,0,1266,0.196315,3.9263,ok,1266,0.196315,3.9263,ok,1575,1425,Common,false,false,false
4289,7.8526,1099931219845,401910,yoitscharlie,11,0,0,1266,0.196315,3.9263,ok,1266,0.196315,3.9263,ok,1575,1399,Common,false,false,false
4290,7.8272,1099870386184,401911,,12,0,0,1267,0.19568,3.9136,ok,1267,0.19568,3.9136,ok,1575,1425,Common,false,false,false
4291,7.8272,1099931219846,401910,yoitscharlie,11,0,0,1267,0.19568,3.9136,ok,1267,0.19568,3.9136,ok,1575,1399,Common,false,false,false
4292,7.8018,1099870386185,401911,,12,0,0,1268,0.195044,3.9009,ok,1268,0.195044,3.9009,ok,1575,1425,Common,false,false,false
4293,7.8018,1099931219847,401910,yoitscharlie,11,0,0,1268,0.195044,3.9009,ok,1268,0.195044,3.9009,ok,1575,1399,Common,false,false,false
4294,7.7764,1099870386186,401911,,12,0,0,1269,0.194409,3.8882,ok,1269,0.194409,3.8882,ok,1575,1425,Common,false,false,false
4295,7.7764,1099931219848,401910,pepperstake,11,0,0,1269,0.194409,3.8882,ok,1269,0.194409,3.8882,ok,1575,1399,Common,false,false,false
4296,7.751,1099870386187,401911,,12,0,0,1270,0.193774,3.8755,ok,1270,0.193774,3.8755,ok,1575,1425,Common,false,false,false
4297,7.751,1099931219849,401910,q4oia.wam,11,0,0,1270,0.193774,3.8755,ok,1270,0.193774,3.8755,ok,1575,1399,Common,false,false,false
4298,7.7256,1099931217983,401911,,12,0,0,1271,0.193139,3.8628,ok,1271,0.193139,3.8628,ok,1575,1425,Common,false,false,false
4299,7.7256,1099931219850,401910,yoitscharlie,11,0,0,1271,0.193139,3.8628,ok,1271,0.193139,3.8628,ok,1575,1399,Common,false,false,false
4300,7.7002,1099931217984,401911,,12,0,0,1272,0.192503,3.8501,ok,1272,0.192503,3.8501,ok,1575,1425,Common,false,false,false
4301,7.7002,1099931219851,401910,pepperstake,11,0,0,1272,0.192503,3.8501,ok,1272,0.192503,3.8501,ok,1575,1399,Common,false,false,false
4302,7.6748,1099931217985,401911,,12,0,0,1273,0.191868,3.8374,ok,1273,0.191868,3.8374,ok,1575,1425,Common,false,false,false
4303,7.6748,1099931219852,401910,yoitscharlie,11,0,0,1273,0.191868,3.8374,ok,1273,0.191868,3.8374,ok,1575,1399,Common,false,false,false
4304,7.6494,1099931217986,401911,,12,0,0,1274,0.191233,3.8247,ok,1274,0.191233,3.8247,ok,1575,1425,Common,false,false,false
4305,7.6494,1099931219853,401910,yoitscharlie,11,0,0,1274,0.191233,3.8247,ok,1274,0.191233,3.8247,ok,1575,1399,Common,false,false,false
4306,7.6238,1099931217987,401911,,12,0,0,1275,0.190597,3.8119,ok,1275,0.190597,3.8119,ok,1575,1425,Common,false,false,false
4307,7.6238,1099931219854,401910,,11,0,0,1275,0.190597,3.8119,ok,1275,0.190597,3.8119,ok,1575,1399,Common,false,false,false
4308,7.5984,1099931217988,401911,,12,0,0,1276,0.189962,3.7992,ok,1276,0.189962,3.7992,ok,1575,1425,Common,false,false,false
4309,7.5984,1099931219855,401910,itbqy.wam,11,0,0,1276,0.189962,3.7992,ok,1276,0.189962,3.7992,ok,1575,1399,Common,false,false,false
4310,7.573,1099931217989,401911,,12,0,0,1277,0.189327,3.7865,ok,1277,0.189327,3.7865,ok,1575,1425,Common,false,false,false
4311,7.573,1099931219856,401910,yoitscharlie,11,0,0,1277,0.189327,3.7865,ok,1277,0.189327,3.7865,ok,1575,1399,Common,false,false,false
4312,7.5476,1099931217990,401911,,12,0,0,1278,0.188691,3.7738,ok,1278,0.188691,3.7738,ok,1575,1425,Common,false,false,false
4313,7.5476,1099931219857,401910,yoitscharlie,11,0,0,1278,0.188691,3.7738,ok,1278,0.188691,3.7738,ok,1575,1399,Common,false,false,false
4314,7.5222,1099931217991,401911,,12,0,0,1279,0.188056,3.7611,ok,1279,0.188056,3.7611,ok,1575,1425,Common,false,false,false
4315,7.5222,1099931219858,401910,bsyru.wam,11,0,0,1279,0.188056,3.7611,ok,1279,0.188056,3.7611,ok,1575,1399,Common,false,false,false
4316,7.4968,1099931217992,401911,,12,0,0,1280,0.187421,3.7484,ok,1280,0.187421,3.7484,ok,1575,1425,Common,false,false,false
4317,7.4968,1099931219859,401910,yoitscharlie,11,0,0,1280,0.187421,3.7484,ok,1280,0.187421,3.7484,ok,1575,1399,Common,false,false,false
4318,7.4714,1099931217993,401911,,12,0,0,1281,0.186785,3.7357,ok,1281,0.186785,3.7357,ok,1575,1425,Common,false,false,false
4319,7.4714,1099931219860,401910,yoitscharlie,11,0,0,1281,0.186785,3.7357,ok,1281,0.186785,3.7357,ok,1575,1399,Common,false,false,false
4320,7.446,1099931217994,401911,,12,0,0,1282,0.18615,3.723,ok,1282,0.18615,3.723,ok,1575,1425,Common,false,false,false
4321,7.446,1099931219861,401910,ignitehubsss,11,0,0,1282,0.18615,3.723,ok,1282,0.18615,3.723,ok,1575,1399,Common,false,false,false
4322,7.4206,1099931217995,401911,,12,0,0,1283,0.185515,3.7103,ok,1283,0.185515,3.7103,ok,1575,1425,Common,false,false,false
4323,7.4206,1099931219862,401910,q4oia.wam,11,0,0,1283,0.185515,3.7103,ok,1283,0.185515,3.7103,ok,1575,1399,Common,false,false,false
4324,7.3952,1099931217996,401911,,12,0,0,1284,0.184879,3.6976,ok,1284,0.184879,3.6976,ok,1575,1425,Common,false,false,false
4325,7.3952,1099931405022,401910,,11,0,0,1284,0.184879,3.6976,ok,1284,0.184879,3.6976,ok,1575,1399,Common,false,false,false
4326,7.3698,1099931217997,401911,,12,0,0,1285,0.184244,3.6849,ok,1285,0.184244,3.6849,ok,1575,1425,Common,false,false,false
4327,7.3698,1099931405040,401910,,11,0,0,1285,0.184244,3.6849,ok,1285,0.184244,3.6849,ok,1575,1399,Common,false,false,false
4328,7.3444,1099931217998,401911,alpharewards,12,0,0,1286,0.183609,3.6722,ok,1286,0.183609,3.6722,ok,1575,1425,Common,false,false,false
4329,7.3444,1099933813190,401910,,11,0,0,1286,0.183609,3.6722,ok,1286,0.183609,3.6722,ok,1575,1399,Common,false,false,false
4330,7.319,1099931217999,401911,,12,0,0,1287,0.182973,3.6595,ok,1287,0.182973,3.6595,ok,1575,1425,Common,false,false,false
4331,7.319,1099933926578,401910,pepperstake,11,0,0,1287,0.182973,3.6595,ok,1287,0.182973,3.6595,ok,1575,1399,Common,false,false,false
4332,7.2936,1099931218000,401911,,12,0,0,1288,0.182338,3.6468,ok,1288,0.182338,3.6468,ok,1575,1425,Common,false,false,false
4333,7.2936,1099933926579,401910,pepperstake,11,0,0,1288,0.182338,3.6468,ok,1288,0.182338,3.6468,ok,1575,1399,Common,false,false,false
4334,7.2682,1099931218001,401911,,12,0,0,1289,0.181703,3.6341,ok,1289,0.181703,3.6341,ok,1575,1425,Common,false,false,false
4335,7.2682,1099934162003,401910,,11,0,0,1289,0.181703,3.6341,ok,1289,0.181703,3.6341,ok,1575,1399,Common,false,false,false
4336,7.2426,1099931218002,401911,pepperstake,12,0,0,1290,0.181067,3.6213,ok,1290,0.181067,3.6213,ok,1575,1425,Common,false,false,false
4337,7.2426,1099934308428,401910,,11,0,0,1290,0.181067,3.6213,ok,1290,0.181067,3.6213,ok,1575,1399,Common,false,false,false
4338,7.2172,1099931218003,401911,,12,0,0,1291,0.180432,3.6086,ok,1291,0.180432,3.6086,ok,1575,1425,Common,false,false,false
4339,7.2172,1099934831220,401910,pepperstake,11,0,0,1291,0.180432,3.6086,ok,1291,0.180432,3.6086,ok,1575,1399,Common,false,false,false
4340,7.1918,1099931218004,401911,,12,0,0,1292,0.179797,3.5959,ok,1292,0.179797,3.5959,ok,1575,1425,Common,false,false,false
4341,7.1918,1099937818862,401910,,11,0,0,1292,0.179797,3.5959,ok,1292,0.179797,3.5959,ok,1575,1399,Common,false,false,false
4342,7.1664,1099931218005,401911,,12,0,0,1293,0.179161,3.5832,ok,1293,0.179161,3.5832,ok,1575,1425,Common,false,false,false
4343,7.1664,1099937818863,401910,,11,0,0,1293,0.179161,3.5832,ok,1293,0.179161,3.5832,ok,1575,1399,Common,false,false,false
4344,7.141,1099931218006,401911,,12,0,0,1294,0.178526,3.5705,ok,1294,0.178526,3.5705,ok,1575,1425,Common,false,false,false
4345,7.141,1099937818864,401910,,11,0,0,1294,0.178526,3.5705,ok,1294,0.178526,3.5705,ok,1575,1399,Common,false,false,false
4346,7.1156,1099931218007,401911,,12,0,0,1295,0.177891,3.5578,ok,1295,0.177891,3.5578,ok,1575,1425,Common,false,false,false
4347,7.1156,1099937818865,401910,,11,0,0,1295,0.177891,3.5578,ok,1295,0.177891,3.5578,ok,1575,1399,Common,false,false,false
4348,7.0902,1099931218008,401911,pepperstake,12,0,0,1296,0.177255,3.5451,ok,1296,0.177255,3.5451,ok,1575,1425,Common,false,false,false
4349,7.0902,1099937849521,401910,,11,0,0,1296,0.177255,3.5451,ok,1296,0.177255,3.5451,ok,1575,1399,Common,false,false,false
4350,7.0648,1099931218009,401911,alpharewards,12,0,0,1297,0.17662,3.5324,ok,1297,0.17662,3.5324,ok,1575,1425,Common,false,false,false
4351,7.0648,1099937849524,401910,,11,0,0,1297,0.17662,3.5324,ok,1297,0.17662,3.5324,ok,1575,1399,Common,false,false,false
4352,7.0394,1099931218010,401911,,12,0,0,1298,0.175985,3.5197,ok,1298,0.175985,3.5197,ok,1575,1425,Common,false,false,false
4353,7.0394,1099937849529,401910,,11,0,0,1298,0.175985,3.5197,ok,1298,0.175985,3.5197,ok,1575,1399,Common,false,false,false
4354,7.014,1099931218011,401911,,12,0,0,1299,0.175349,3.507,ok,1299,0.175349,3.507,ok,1575,1425,Common,false,false,false
4355,7.014,1099937849532,401910,,11,0,0,1299,0.175349,3.507,ok,1299,0.175349,3.507,ok,1575,1399,Common,false,false,false
4356,6.9886,1099931218012,401911,alpharewards,12,0,0,1300,0.174714,3.4943,ok,1300,0.174714,3.4943,ok,1575,1425,Common,false,false,false
4357,6.9886,1099937849541,401910,,11,0,0,1300,0.174714,3.4943,ok,1300,0.174714,3.4943,ok,1575,1399,Common,false,false,false
4358,6.9632,1099931218013,401911,pepperstake,12,0,0,1301,0.174079,3.4816,ok,1301,0.174079,3.4816,ok,1575,1425,Common,false,false,false
4359,6.9632,1099937849544,401910,,11,0,0,1301,0.174079,3.4816,ok,1301,0.174079,3.4816,ok,1575,1399,Common,false,false,false
4360,6.9378,1099931218014,401911,,12,0,0,1302,0.173443,3.4689,ok,1302,0.173443,3.4689,ok,1575,1425,Common,false,false,false
4361,6.9378,1099938948372,401910,pepperstake,11,0,0,1302,0.173443,3.4689,ok,1302,0.173443,3.4689,ok,1575,1399,Common,false,false,false
4362,6.9124,1099931218015,401911,,12,0,0,1303,0.172808,3.4562,ok,1303,0.172808,3.4562,ok,1575,1425,Common,false,false,false
4363,6.9124,1099938948373,401910,pepperstake,11,0,0,1303,0.172808,3.4562,ok,1303,0.172808,3.4562,ok,1575,1399,Common,false,false,false
4364,6.887,1099931218016,401911,,12,0,0,1304,0.172173,3.4435,ok,1304,0.172173,3.4435,ok,1575,1425,Common,false,false,false
4365,6.887,1099938948374,401910,pepperstake,11,0,0,1304,0.172173,3.4435,ok,1304,0.172173,3.4435,ok,1575,1399,Common,false,false,false
4366,6.8614,1099931218017,401911,pepperstake,12,0,0,1305,0.171537,3.4307,ok,1305,0.171537,3.4307,ok,1575,1425,Common,false,false,false
4367,6.8614,1099938948375,401910,pepperstake,11,0,0,1305,0.171537,3.4307,ok,1305,0.171537,3.4307,ok,1575,1399,Common,false,false,false
4368,6.836,1099931218018,401911,,12,0,0,1306,0.170902,3.418,ok,1306,0.170902,3.418,ok,1575,1425,Common,false,false,false
4369,6.836,1099938948376,401910,pepperstake,11,0,0,1306,0.170902,3.418,ok,1306,0.170902,3.418,ok,1575,1399,Common,false,false,false
4370,6.8106,1099931218019,401911,alpharewards,12,0,0,1307,0.170267,3.4053,ok,1307,0.170267,3.4053,ok,1575,1425,Common,false,false,false
4371,6.8106,1099938948377,401910,pepperstake,11,0,0,1307,0.170267,3.4053,ok,1307,0.170267,3.4053,ok,1575,1399,Common,false,false,false
4372,6.7852,1099931218020,401911,,12,0,0,1308,0.169632,3.3926,ok,1308,0.169632,3.3926,ok,1575,1425,Common,false,false,false
4373,6.7852,1099948980347,401910,pepperstake,11,0,0,1308,0.169632,3.3926,ok,1308,0.169632,3.3926,ok,1575,1399,Common,false,false,false
4374,6.7598,1099931218021,401911,,12,0,0,1309,0.168996,3.3799,ok,1309,0.168996,3.3799,ok,1575,1425,Common,false,false,false
4375,6.7598,1099948980348,401910,pepperstake,11,0,0,1309,0.168996,3.3799,ok,1309,0.168996,3.3799,ok,1575,1399,Common,false,false,false
4376,6.7344,1099931218022,401911,,12,0,0,1310,0.168361,3.3672,ok,1310,0.168361,3.3672,ok,1575,1425,Common,false,false,false
4377,6.7344,1099948980349,401910,pepperstake,11,0,0,1310,0.168361,3.3672,ok,1310,0.168361,3.3672,ok,1575,1399,Common,false,false,false
4378,6.709,1099931218023,401911,alpharewards,12,0,0,1311,0.167726,3.3545,ok,1311,0.167726,3.3545,ok,1575,1425,Common,false,false,false
4379,6.709,1099948980350,401910,pepperstake,11,0,0,1311,0.167726,3.3545,ok,1311,0.167726,3.3545,ok,1575,1399,Common,false,false,false
4380,6.6836,1099931218024,401911,,12,0,0,1312,0.16709,3.3418,ok,1312,0.16709,3.3418,ok,1575,1425,Common,false,false,false
4381,6.6836,1099948980351,401910,pepperstake,11,0,0,1312,0.16709,3.3418,ok,1312,0.16709,3.3418,ok,1575,1399,Common,false,false,false
4382,6.6582,1099931218025,401911,,12,0,0,1313,0.166455,3.3291,ok,1313,0.166455,3.3291,ok,1575,1425,Common,false,false,false
